type,dim,n,k,time
bucket,5,9000,30,777408
bucket,6,9000,30,1112256
bucket,7,9000,30,1259807
bucket,1,10000,30,11153
bucket,2,10000,30,67011
bucket,3,10000,30,331020
bucket,4,10000,30,634205
bucket,5,10000,30,903127
bucket,6,10000,30,1273238
bucket,7,10000,30,1435746
bucket,1,1000,40,4005
bucket,2,1000,40,17672
bucket,3,1000,40,53789
bucket,4,1000,40,86903
bucket,5,1000,40,93395
bucket,6,1000,40,126750
bucket,7,1000,40,137950
bucket,1,2000,40,4803
bucket,2,2000,40,33254
bucket,3,2000,40,71103
bucket,4,2000,40,150408
bucket,5,2000,40,203279
bucket,6,2000,40,225409
bucket,7,2000,40,249467
bucket,1,3000,40,6271
bucket,2,3000,40,33784
bucket,3,3000,40,124468
bucket,4,3000,40,219212
bucket,5,3000,40,307279
bucket,6,3000,40,341695
bucket,7,3000,40,377763
bucket,1,4000,40,7682
bucket,2,4000,40,51579
bucket,3,4000,40,147751
bucket,4,4000,40,311811
bucket,5,4000,40,412366
bucket,6,4000,40,468186
bucket,7,4000,40,555373
bucket,1,5000,40,8729
bucket,2,5000,40,63498
bucket,3,5000,40,167740
bucket,4,5000,40,408635
bucket,5,5000,40,528025
bucket,6,5000,40,657028
bucket,7,5000,40,719988
bucket,1,6000,40,9941
bucket,2,6000,40,63315
bucket,3,6000,40,255883
bucket,4,6000,40,538008
bucket,5,6000,40,544816
bucket,6,6000,40,790939
bucket,7,6000,40,870588
bucket,1,7000,40,10264
bucket,2,7000,40,60357
bucket,3,7000,40,232837
bucket,4,7000,40,482672
bucket,5,7000,40,621333
bucket,6,7000,40,913533
bucket,7,7000,40,1049691
bucket,1,8000,40,11353
bucket,2,8000,40,89014
bucket,3,8000,40,292811
bucket,4,8000,40,528111
bucket,5,8000,40,753041
bucket,6,8000,40,1152963
bucket,7,8000,40,1216617
bucket,1,9000,40,11618
bucket,2,9000,40,73867
bucket,3,9000,40,307534
bucket,4,9000,40,612916
bucket,5,9000,40,850710
bucket,6,9000,40,1355024
bucket,7,9000,40,1330858
bucket,1,10000,40,12056
bucket,2,10000,40,79611
bucket,3,10000,40,334030
bucket,4,10000,40,647313
bucket,5,10000,40,888631
bucket,6,10000,40,1300400
bucket,7,10000,40,1500666
bucket,1,1000,50,4255
bucket,2,1000,50,19183
bucket,3,1000,50,50298
bucket,4,1000,50,86117
bucket,5,1000,50,99669
bucket,6,1000,50,125361
bucket,7,1000,50,145210
bucket,1,2000,50,5647
bucket,2,2000,50,27566
bucket,3,2000,50,79805
bucket,4,2000,50,167797
bucket,5,2000,50,220964
bucket,6,2000,50,230563
bucket,7,2000,50,285189
bucket,1,3000,50,7311
bucket,2,3000,50,36148
bucket,3,3000,50,135746
bucket,4,3000,50,233078
bucket,5,3000,50,318945
bucket,6,3000,50,375095
bucket,7,3000,50,446677
bucket,1,4000,50,7649
bucket,2,4000,50,45273
bucket,3,4000,50,152600
bucket,4,4000,50,334344
bucket,5,4000,50,434398
bucket,6,4000,50,482715
bucket,7,4000,50,553835
bucket,1,5000,50,8773
bucket,2,5000,50,59357
bucket,3,5000,50,149787
bucket,4,5000,50,480416
bucket,5,5000,50,614107
bucket,6,5000,50,735901
bucket,7,5000,50,805865
bucket,1,6000,50,10772
bucket,2,6000,50,63332
bucket,3,6000,50,234724
bucket,4,6000,50,523105
bucket,5,6000,50,556142
bucket,6,6000,50,860501
bucket,7,6000,50,921779
bucket,1,7000,50,10974
bucket,2,7000,50,66662
bucket,3,7000,50,272912
bucket,4,7000,50,492230
bucket,5,7000,50,705039
bucket,6,7000,50,934784
bucket,7,7000,50,1094479
bucket,1,8000,50,11381
bucket,2,8000,50,74623
bucket,3,8000,50,301898
bucket,4,8000,50,570447
bucket,5,8000,50,753612
bucket,6,8000,50,1050522
bucket,7,8000,50,1123889
bucket,1,9000,50,11555
bucket,2,9000,50,86778
bucket,3,9000,50,311134
bucket,4,9000,50,549484
bucket,5,9000,50,756543
bucket,6,9000,50,1291673
bucket,7,9000,50,1263482
bucket,1,10000,50,11003
bucket,2,10000,50,77746
bucket,3,10000,50,372674
bucket,4,10000,50,632863
bucket,5,10000,50,909165
bucket,6,10000,50,1357598
bucket,7,10000,50,1493241
kdtree,1,1000,10,96399
kdtree,2,1000,10,17942
kdtree,3,1000,10,13726
kdtree,4,1000,10,16926
kdtree,5,1000,10,23855
kdtree,6,1000,10,35556
kdtree,7,1000,10,54932
kdtree,1,2000,10,188901
kdtree,2,2000,10,25097
kdtree,3,2000,10,16641
kdtree,4,2000,10,21138
kdtree,5,2000,10,29767
kdtree,6,2000,10,48890
kdtree,7,2000,10,77989
kdtree,1,3000,10,281463
kdtree,2,3000,10,28538
kdtree,3,3000,10,20463
kdtree,4,3000,10,25894
kdtree,5,3000,10,36759
kdtree,6,3000,10,56734
kdtree,7,3000,10,95233
kdtree,1,4000,10,370403
kdtree,2,4000,10,34181
kdtree,3,4000,10,23439
kdtree,4,4000,10,27647
kdtree,5,4000,10,39705
kdtree,6,4000,10,63428
kdtree,7,4000,10,98748
kdtree,1,5000,10,439706
kdtree,2,5000,10,40093
kdtree,3,5000,10,25118
kdtree,4,5000,10,28155
kdtree,5,5000,10,44593
kdtree,6,5000,10,68618
kdtree,7,5000,10,110216
kdtree,1,6000,10,533382
kdtree,2,6000,10,44288
kdtree,3,6000,10,27301
kdtree,4,6000,10,32593
kdtree,5,6000,10,47237
kdtree,6,6000,10,70453
kdtree,7,6000,10,126033
kdtree,1,7000,10,646302
kdtree,2,7000,10,51859
kdtree,3,7000,10,30816
kdtree,4,7000,10,37412
kdtree,5,7000,10,54928
kdtree,6,7000,10,85653
kdtree,7,7000,10,139471
kdtree,1,8000,10,732421
kdtree,2,8000,10,57046
kdtree,3,8000,10,33823
kdtree,4,8000,10,37017
kdtree,5,8000,10,54210
kdtree,6,8000,10,90679
kdtree,7,8000,10,130029
kdtree,1,9000,10,733668
kdtree,2,9000,10,53347
kdtree,3,9000,10,31984
kdtree,4,9000,10,36572
kdtree,5,9000,10,51891
kdtree,6,9000,10,82979
kdtree,7,9000,10,135443
kdtree,1,10000,10,825716
kdtree,2,10000,10,59002
kdtree,3,10000,10,36370
kdtree,4,10000,10,37559
kdtree,5,10000,10,55051
kdtree,6,10000,10,90248
kdtree,7,10000,10,142263
kdtree,1,1000,20,111366
kdtree,2,1000,20,26823
kdtree,3,1000,20,21375
kdtree,4,1000,20,24958
kdtree,5,1000,20,35230
kdtree,6,1000,20,46725
kdtree,7,1000,20,71699
kdtree,1,2000,20,223080
kdtree,2,2000,20,39802
kdtree,3,2000,20,28657
kdtree,4,2000,20,33451
kdtree,5,2000,20,45287
kdtree,6,2000,20,65553
kdtree,7,2000,20,95895
kdtree,1,3000,20,337517
kdtree,2,3000,20,50404
kdtree,3,3000,20,35559
kdtree,4,3000,20,41110
kdtree,5,3000,20,52075
kdtree,6,3000,20,77642
kdtree,7,3000,20,116207
kdtree,1,4000,20,466239
kdtree,2,4000,20,56913
kdtree,3,4000,20,39571
kdtree,4,4000,20,44806
kdtree,5,4000,20,57754
kdtree,6,4000,20,83556
kdtree,7,4000,20,132171
kdtree,1,5000,20,548119
kdtree,2,5000,20,67529
kdtree,3,5000,20,41646
kdtree,4,5000,20,45438
kdtree,5,5000,20,63258
kdtree,6,5000,20,94982
kdtree,7,5000,20,146664
kdtree,1,6000,20,691639
kdtree,2,6000,20,74046
kdtree,3,6000,20,44188
kdtree,4,6000,20,50063
kdtree,5,6000,20,66207
kdtree,6,6000,20,101714
kdtree,7,6000,20,155391
kdtree,1,7000,20,791607
kdtree,2,7000,20,76298
kdtree,3,7000,20,47268
kdtree,4,7000,20,54024
kdtree,5,7000,20,68108
kdtree,6,7000,20,108921
kdtree,7,7000,20,168370
kdtree,1,8000,20,880649
kdtree,2,8000,20,87029
kdtree,3,8000,20,50520
kdtree,4,8000,20,55640
kdtree,5,8000,20,70214
kdtree,6,8000,20,112077
kdtree,7,8000,20,175946
kdtree,1,9000,20,1010476
kdtree,2,9000,20,90530
kdtree,3,9000,20,51409
kdtree,4,9000,20,58336
kdtree,5,9000,20,78454
kdtree,6,9000,20,116876
kdtree,7,9000,20,198099
kdtree,1,10000,20,1149969
kdtree,2,10000,20,113289
kdtree,3,10000,20,60103
kdtree,4,10000,20,59821
kdtree,5,10000,20,75527
kdtree,6,10000,20,124154
kdtree,7,10000,20,198823
kdtree,1,1000,30,108190
kdtree,2,1000,30,32493
kdtree,3,1000,30,25907
kdtree,4,1000,30,32640
kdtree,5,1000,30,41782
kdtree,6,1000,30,58454
kdtree,7,1000,30,79697
kdtree,1,2000,30,219535
kdtree,2,2000,30,49067
kdtree,3,2000,30,36324
kdtree,4,2000,30,42698
kdtree,5,2000,30,56363
kdtree,6,2000,30,79369
kdtree,7,2000,30,110648
kdtree,1,3000,30,344068
kdtree,2,3000,30,63810
kdtree,3,3000,30,45282
kdtree,4,3000,30,47994
kdtree,5,3000,30,67043
kdtree,6,3000,30,98424
kdtree,7,3000,30,139534
kdtree,1,4000,30,494121
kdtree,2,4000,30,75322
kdtree,3,4000,30,50414
kdtree,4,4000,30,56247
kdtree,5,4000,30,80422
kdtree,6,4000,30,112051
kdtree,7,4000,30,165113
kdtree,1,5000,30,587207
kdtree,2,5000,30,92170
kdtree,3,5000,30,56353
kdtree,4,5000,30,61036
kdtree,5,5000,30,84647
kdtree,6,5000,30,119591
kdtree,7,5000,30,187586
kdtree,1,6000,30,756033
kdtree,2,6000,30,105583
kdtree,3,6000,30,64216
kdtree,4,6000,30,71001
kdtree,5,6000,30,91044
kdtree,6,6000,30,130282
kdtree,7,6000,30,223782
kdtree,1,7000,30,880371
kdtree,2,7000,30,110842
kdtree,3,7000,30,65431
kdtree,4,7000,30,72695
kdtree,5,7000,30,95600
kdtree,6,7000,30,154427
kdtree,7,7000,30,218796
kdtree,1,8000,30,1002485
kdtree,2,8000,30,125951
kdtree,3,8000,30,73074
kdtree,4,8000,30,73053
kdtree,5,8000,30,99234
kdtree,6,8000,30,155438
kdtree,7,8000,30,218616
kdtree,1,9000,30,1115617
kdtree,2,9000,30,120846
kdtree,3,9000,30,75563
kdtree,4,9000,30,73835
kdtree,5,9000,30,105146
kdtree,6,9000,30,140246
kdtree,7,9000,30,233291
kdtree,1,10000,30,1215547
kdtree,2,10000,30,131867
kdtree,3,10000,30,75543
kdtree,4,10000,30,80170
kdtree,5,10000,30,105191
kdtree,6,10000,30,163648
kdtree,7,10000,30,239609
kdtree,1,1000,40,133618
kdtree,2,1000,40,45168
kdtree,3,1000,40,34677
kdtree,4,1000,40,41393
kdtree,5,1000,40,53888
kdtree,6,1000,40,69067
kdtree,7,1000,40,92746
kdtree,1,2000,40,261141
kdtree,2,2000,40,65175
kdtree,3,2000,40,45104
kdtree,4,2000,40,54085
kdtree,5,2000,40,69976
kdtree,6,2000,40,93583
kdtree,7,2000,40,136892
kdtree,1,3000,40,378388
kdtree,2,3000,40,77367
kdtree,3,3000,40,54932
kdtree,4,3000,40,62203
kdtree,5,3000,40,80902
kdtree,6,3000,40,120171
kdtree,7,3000,40,166603
kdtree,1,4000,40,480091
kdtree,2,4000,40,92029
kdtree,3,4000,40,62275
kdtree,4,4000,40,69254
kdtree,5,4000,40,89161
kdtree,6,4000,40,122187
kdtree,7,4000,40,180918
kdtree,1,5000,40,629692
kdtree,2,5000,40,102250
kdtree,3,5000,40,70661
kdtree,4,5000,40,74522
kdtree,5,5000,40,97147
kdtree,6,5000,40,134920
kdtree,7,5000,40,202362
kdtree,1,6000,40,740788
kdtree,2,6000,40,112818
kdtree,3,6000,40,74129
kdtree,4,6000,40,78387
kdtree,5,6000,40,102821
kdtree,6,6000,40,146858
kdtree,7,6000,40,215170
kdtree,1,7000,40,868143
kdtree,2,7000,40,116274
kdtree,3,7000,40,73859
kdtree,4,7000,40,78029
kdtree,5,7000,40,103336
kdtree,6,7000,40,150857
kdtree,7,7000,40,224193
kdtree,1,8000,40,981444
kdtree,2,8000,40,131835
kdtree,3,8000,40,76996
kdtree,4,8000,40,83385
kdtree,5,8000,40,108061
kdtree,6,8000,40,156486
kdtree,7,8000,40,233824
kdtree,1,9000,40,1099138
kdtree,2,9000,40,138772
kdtree,3,9000,40,87686
kdtree,4,9000,40,88430
kdtree,5,9000,40,108087
kdtree,6,9000,40,162630
kdtree,7,9000,40,240200
kdtree,1,10000,40,1217927
kdtree,2,10000,40,149706
kdtree,3,10000,40,88865
kdtree,4,10000,40,88089
kdtree,5,10000,40,114406
kdtree,6,10000,40,168062
kdtree,7,10000,40,253618
kdtree,1,1000,50,118456
kdtree,2,1000,50,46450
kdtree,3,1000,50,38231
kdtree,4,1000,50,43319
kdtree,5,1000,50,57361
kdtree,6,1000,50,73810
kdtree,7,1000,50,97711
kdtree,1,2000,50,242013
kdtree,2,2000,50,68432
kdtree,3,2000,50,51367
kdtree,4,2000,50,60713
kdtree,5,2000,50,75207
kdtree,6,2000,50,104224
kdtree,7,2000,50,146134
kdtree,1,3000,50,359357
kdtree,2,3000,50,92161
kdtree,3,3000,50,60169
kdtree,4,3000,50,68576
kdtree,5,3000,50,85630
kdtree,6,3000,50,125545
kdtree,7,3000,50,178262
kdtree,1,4000,50,481887
kdtree,2,4000,50,101370
kdtree,3,4000,50,68687
kdtree,4,4000,50,77188
kdtree,5,4000,50,94577
kdtree,6,4000,50,132397
kdtree,7,4000,50,190607
kdtree,1,5000,50,601509
kdtree,2,5000,50,112429
kdtree,3,5000,50,75543
kdtree,4,5000,50,80374
kdtree,5,5000,50,105707
kdtree,6,5000,50,139302
kdtree,7,5000,50,207032
kdtree,1,6000,50,711544
kdtree,2,6000,50,129596
kdtree,3,6000,50,80644
kdtree,4,6000,50,89623
kdtree,5,6000,50,111748
kdtree,6,6000,50,157953
kdtree,7,6000,50,225441
kdtree,1,7000,50,853477
kdtree,2,7000,50,135766
kdtree,3,7000,50,92172
kdtree,4,7000,50,96189
kdtree,5,7000,50,122074
kdtree,6,7000,50,182784
kdtree,7,7000,50,262576
kdtree,1,8000,50,1029345
kdtree,2,8000,50,153606
kdtree,3,8000,50,95045
kdtree,4,8000,50,90578
kdtree,5,8000,50,121358
kdtree,6,8000,50,170682
kdtree,7,8000,50,254889
kdtree,1,9000,50,1078387
kdtree,2,9000,50,155734
kdtree,3,9000,50,97476
kdtree,4,9000,50,101556
kdtree,5,9000,50,127340
kdtree,6,9000,50,184005
kdtree,7,9000,50,288302
kdtree,1,10000,50,1230076
kdtree,2,10000,50,168767
kdtree,3,10000,50,102034
kdtree,4,10000,50,104013
kdtree,5,10000,50,132251
kdtree,6,10000,50,186650
kdtree,7,10000,50,282175
quadtree,2,1000,10,11414
quadtree,2,2000,10,16866
quadtree,2,3000,10,22154
quadtree,2,4000,10,25879
quadtree,2,5000,10,28759
quadtree,2,6000,10,32004
quadtree,2,7000,10,33364
quadtree,2,8000,10,36310
quadtree,2,9000,10,40446
quadtree,2,10000,10,41240
quadtree,2,1000,20,17119
quadtree,2,2000,20,26024
quadtree,2,3000,20,30650
quadtree,2,4000,20,38408
quadtree,2,5000,20,41665
quadtree,2,6000,20,52056
quadtree,2,7000,20,50438
quadtree,2,8000,20,54805
quadtree,2,9000,20,59484
quadtree,2,10000,20,61799
quadtree,2,1000,30,22016
quadtree,2,2000,30,33067
quadtree,2,3000,30,40726
quadtree,2,4000,30,45324
quadtree,2,5000,30,51360
quadtree,2,6000,30,54971
quadtree,2,7000,30,64153
quadtree,2,8000,30,68199
quadtree,2,9000,30,74371
quadtree,2,10000,30,74626
quadtree,2,1000,40,23811
quadtree,2,2000,40,37811
quadtree,2,3000,40,45330
quadtree,2,4000,40,56043
quadtree,2,5000,40,62268
quadtree,2,6000,40,64928
quadtree,2,7000,40,75856
quadtree,2,8000,40,75698
quadtree,2,9000,40,87758
quadtree,2,10000,40,97507
quadtree,2,1000,50,27604
quadtree,2,2000,50,38591
quadtree,2,3000,50,49606
quadtree,2,4000,50,59795
quadtree,2,5000,50,69487
quadtree,2,6000,50,75286
quadtree,2,7000,50,80336
quadtree,2,8000,50,90602
quadtree,2,9000,50,92436
quadtree,2,10000,50,98645
dumb,1,1000,10,18557
dumb,2,1000,10,27379
dumb,3,1000,10,35289
dumb,4,1000,10,44038
dumb,5,1000,10,52101
dumb,6,1000,10,61870
dumb,7,1000,10,71480
dumb,1,2000,10,36578
dumb,2,2000,10,51432
dumb,3,2000,10,65725
dumb,4,2000,10,83842
dumb,5,2000,10,101760
dumb,6,2000,10,119619
dumb,7,2000,10,133663
dumb,1,3000,10,52858
dumb,2,3000,10,80630
dumb,3,3000,10,96374
dumb,4,3000,10,124187
dumb,5,3000,10,151796
dumb,6,3000,10,175962
dumb,7,3000,10,194543
dumb,1,4000,10,71610
dumb,2,4000,10,109454
dumb,3,4000,10,127934
dumb,4,4000,10,161239
dumb,5,4000,10,199259
dumb,6,4000,10,230895
dumb,7,4000,10,264788
dumb,1,5000,10,87481
dumb,2,5000,10,124905
dumb,3,5000,10,156425
dumb,4,5000,10,201210
dumb,5,5000,10,248557
dumb,6,5000,10,291069
dumb,7,5000,10,326857
dumb,1,6000,10,105731
dumb,2,6000,10,148588
dumb,3,6000,10,191667
dumb,4,6000,10,242102
dumb,5,6000,10,298760
dumb,6,6000,10,346025
dumb,7,6000,10,386446
dumb,1,7000,10,124009
dumb,2,7000,10,173438
dumb,3,7000,10,218928
dumb,4,7000,10,285936
dumb,5,7000,10,354882
dumb,6,7000,10,411325
dumb,7,7000,10,452396
dumb,1,8000,10,139693
dumb,2,8000,10,197860
dumb,3,8000,10,256079
dumb,4,8000,10,338012
dumb,5,8000,10,407397
dumb,6,8000,10,494745
dumb,7,8000,10,532449
dumb,1,9000,10,162351
dumb,2,9000,10,233781
dumb,3,9000,10,298943
dumb,4,9000,10,396307
dumb,5,9000,10,474707
dumb,6,9000,10,566653
dumb,7,9000,10,671048
dumb,1,10000,10,201712
dumb,2,10000,10,298549
dumb,3,10000,10,343699
dumb,4,10000,10,436970
dumb,5,10000,10,550561
dumb,6,10000,10,650962
dumb,7,10000,10,702454
dumb,1,1000,20,23529
dumb,2,1000,20,33732
dumb,3,1000,20,43249
dumb,4,1000,20,55381
dumb,5,1000,20,65554
dumb,6,1000,20,76009
dumb,7,1000,20,88369
dumb,1,2000,20,48291
dumb,2,2000,20,63051
dumb,3,2000,20,78218
dumb,4,2000,20,100526
dumb,5,2000,20,119676
dumb,6,2000,20,149898
dumb,7,2000,20,165333
dumb,1,3000,20,69837
dumb,2,3000,20,93952
dumb,3,3000,20,119609
dumb,4,3000,20,142545
dumb,5,3000,20,176027
dumb,6,3000,20,210882
dumb,7,3000,20,224234
dumb,1,4000,20,83930
dumb,2,4000,20,120184
dumb,3,4000,20,144858
dumb,4,4000,20,187478
dumb,5,4000,20,240548
dumb,6,4000,20,265583
dumb,7,4000,20,302258
dumb,1,5000,20,104832
dumb,2,5000,20,146234
dumb,3,5000,20,182100
dumb,4,5000,20,232004
dumb,5,5000,20,287908
dumb,6,5000,20,337075
dumb,7,5000,20,378100
dumb,1,6000,20,124411
dumb,2,6000,20,175031
dumb,3,6000,20,213583
dumb,4,6000,20,272927
dumb,5,6000,20,353215
dumb,6,6000,20,402227
dumb,7,6000,20,470697
dumb,1,7000,20,140053
dumb,2,7000,20,209247
dumb,3,7000,20,266127
dumb,4,7000,20,354567
dumb,5,7000,20,421903
dumb,6,7000,20,470261
dumb,7,7000,20,509369
dumb,1,8000,20,165538
dumb,2,8000,20,230951
dumb,3,8000,20,290135
dumb,4,8000,20,392055
dumb,5,8000,20,475026
dumb,6,8000,20,533147
dumb,7,8000,20,603625
dumb,1,9000,20,200988
dumb,2,9000,20,269429
dumb,3,9000,20,323106
dumb,4,9000,20,424473
dumb,5,9000,20,535289
dumb,6,9000,20,618150
dumb,7,9000,20,707994
dumb,1,10000,20,228951
dumb,2,10000,20,302601
dumb,3,10000,20,367949
dumb,4,10000,20,467509
dumb,5,10000,20,592854
dumb,6,10000,20,719477
dumb,7,10000,20,789605
dumb,1,1000,30,24253
dumb,2,1000,30,35207
dumb,3,1000,30,43993
dumb,4,1000,30,57897
dumb,5,1000,30,72974
dumb,6,1000,30,80937
dumb,7,1000,30,94938
dumb,1,2000,30,51617
dumb,2,2000,30,68948
dumb,3,2000,30,92161
dumb,4,2000,30,106183
dumb,5,2000,30,132613
dumb,6,2000,30,152625
dumb,7,2000,30,176009
dumb,1,3000,30,71816
dumb,2,3000,30,109496
dumb,3,3000,30,124125
dumb,4,3000,30,167494
dumb,5,3000,30,206826
dumb,6,3000,30,229912
dumb,7,3000,30,254875
dumb,1,4000,30,90718
dumb,2,4000,30,122086
dumb,3,4000,30,154637
dumb,4,4000,30,205691
dumb,5,4000,30,248917
dumb,6,4000,30,296789
dumb,7,4000,30,330928
dumb,1,5000,30,113033
dumb,2,5000,30,158624
dumb,3,5000,30,226543
dumb,4,5000,30,257672
dumb,5,5000,30,333774
dumb,6,5000,30,429238
dumb,7,5000,30,400620
dumb,1,6000,30,138157
dumb,2,6000,30,201538
dumb,3,6000,30,239601
dumb,4,6000,30,316654
dumb,5,6000,30,382248
dumb,6,6000,30,411942
dumb,7,6000,30,507104
dumb,1,7000,30,171362
dumb,2,7000,30,236118
dumb,3,7000,30,282513
dumb,4,7000,30,367716
dumb,5,7000,30,440161
dumb,6,7000,30,488986
dumb,7,7000,30,545944
dumb,1,8000,30,169053
dumb,2,8000,30,240644
dumb,3,8000,30,295729
dumb,4,8000,30,380569
dumb,5,8000,30,463776
dumb,6,8000,30,531289
dumb,7,8000,30,601367
dumb,1,9000,30,183914
dumb,2,9000,30,258955
dumb,3,9000,30,318130
dumb,4,9000,30,399234
dumb,5,9000,30,493353
dumb,6,9000,30,548067
dumb,7,9000,30,637624
dumb,1,10000,30,190093
dumb,2,10000,30,264086
dumb,3,10000,30,331261
dumb,4,10000,30,428935
dumb,5,10000,30,534506
dumb,6,10000,30,617667
dumb,7,10000,30,713883
dumb,1,1000,40,22572
dumb,2,1000,40,32621
dumb,3,1000,40,42276
dumb,4,1000,40,52506
dumb,5,1000,40,71326
dumb,6,1000,40,75045
dumb,7,1000,40,83894
dumb,1,2000,40,42744
dumb,2,2000,40,61095
dumb,3,2000,40,76564
dumb,4,2000,40,99465
dumb,5,2000,40,122087
dumb,6,2000,40,139472
dumb,7,2000,40,158561
dumb,1,3000,40,67870
dumb,2,3000,40,88484
dumb,3,3000,40,110816
dumb,4,3000,40,138783
dumb,5,3000,40,195908
dumb,6,3000,40,202982
dumb,7,3000,40,222363
dumb,1,4000,40,80426
dumb,2,4000,40,119121
dumb,3,4000,40,140026
dumb,4,4000,40,182175
dumb,5,4000,40,216898
dumb,6,4000,40,270936
dumb,7,4000,40,285565
dumb,1,5000,40,97213
dumb,2,5000,40,136670
dumb,3,5000,40,180425
dumb,4,5000,40,234021
dumb,5,5000,40,271212
dumb,6,5000,40,317236
dumb,7,5000,40,357912
dumb,1,6000,40,115931
dumb,2,6000,40,162257
dumb,3,6000,40,205983
dumb,4,6000,40,265187
dumb,5,6000,40,325208
dumb,6,6000,40,377325
dumb,7,6000,40,419710
dumb,1,7000,40,138266
dumb,2,7000,40,190041
dumb,3,7000,40,239622
dumb,4,7000,40,305069
dumb,5,7000,40,378200
dumb,6,7000,40,440602
dumb,7,7000,40,511389
dumb,1,8000,40,160567
dumb,2,8000,40,221625
dumb,3,8000,40,290341
dumb,4,8000,40,368142
dumb,5,8000,40,443326
dumb,6,8000,40,516087
dumb,7,8000,40,571350
dumb,1,9000,40,177206
dumb,2,9000,40,247747
dumb,3,9000,40,306666
dumb,4,9000,40,404476
dumb,5,9000,40,487555
dumb,6,9000,40,579468
dumb,7,9000,40,639430
dumb,1,10000,40,197959
dumb,2,10000,40,277954
dumb,3,10000,40,341203
dumb,4,10000,40,452841
dumb,5,10000,40,558630
dumb,6,10000,40,649763
dumb,7,10000,40,799136
dumb,1,1000,50,25145
dumb,2,1000,50,35428
dumb,3,1000,50,44873
dumb,4,1000,50,57336
dumb,5,1000,50,68055
dumb,6,1000,50,80077
dumb,7,1000,50,86447
dumb,1,2000,50,44358
dumb,2,2000,50,65711
dumb,3,2000,50,81310
dumb,4,2000,50,100347
dumb,5,2000,50,124786
dumb,6,2000,50,145637
dumb,7,2000,50,176538
dumb,1,3000,50,67923
dumb,2,3000,50,100901
dumb,3,3000,50,118642
dumb,4,3000,50,161959
dumb,5,3000,50,187447
dumb,6,3000,50,215724
dumb,7,3000,50,253001
dumb,1,4000,50,90174
dumb,2,4000,50,131730
dumb,3,4000,50,158955
dumb,4,4000,50,225101
dumb,5,4000,50,263189
dumb,6,4000,50,303144
dumb,7,4000,50,341019
dumb,1,5000,50,119055
dumb,2,5000,50,164637
dumb,3,5000,50,261538
dumb,4,5000,50,258240
dumb,5,5000,50,314768
dumb,6,5000,50,379554
dumb,7,5000,50,422215
dumb,1,6000,50,137109
dumb,2,6000,50,198706
dumb,3,6000,50,252235
dumb,4,6000,50,301933
dumb,5,6000,50,372995
dumb,6,6000,50,430203
dumb,7,6000,50,473554
dumb,1,7000,50,167659
dumb,2,7000,50,221092
dumb,3,7000,50,301288
dumb,4,7000,50,362480
dumb,5,7000,50,474695
dumb,6,7000,50,510566
dumb,7,7000,50,580294
dumb,1,8000,50,188106
dumb,2,8000,50,256842
dumb,3,8000,50,322573
dumb,4,8000,50,412497
dumb,5,8000,50,490596
dumb,6,8000,50,585516
dumb,7,8000,50,623975
dumb,1,9000,50,206623
dumb,2,9000,50,271083
dumb,3,9000,50,359731
dumb,4,9000,50,462785
dumb,5,9000,50,544747
dumb,6,9000,50,618452
dumb,7,9000,50,710366
dumb,1,10000,50,211435
dumb,2,10000,50,318679
dumb,3,10000,50,379350
dumb,4,10000,50,509868
dumb,5,10000,50,604609
dumb,6,10000,50,675989
dumb,7,10000,50,777260
bucket,1,1000,10,3494
bucket,2,1000,10,19684
bucket,3,1000,10,52481
bucket,4,1000,10,91491
bucket,5,1000,10,100709
bucket,6,1000,10,125391
bucket,7,1000,10,148388
bucket,1,2000,10,5715
bucket,2,2000,10,28588
bucket,3,2000,10,83901
bucket,4,2000,10,163870
bucket,5,2000,10,204832
bucket,6,2000,10,250929
bucket,7,2000,10,274496
bucket,1,3000,10,12632
bucket,2,3000,10,54623
bucket,3,3000,10,131509
bucket,4,3000,10,232446
bucket,5,3000,10,303821
bucket,6,3000,10,346388
bucket,7,3000,10,399303
bucket,1,4000,10,6391
bucket,2,4000,10,46180
bucket,3,4000,10,175229
bucket,4,4000,10,306720
bucket,5,4000,10,432244
bucket,6,4000,10,470131
bucket,7,4000,10,533840
bucket,1,5000,10,8222
bucket,2,5000,10,53552
bucket,3,5000,10,155455
bucket,4,5000,10,407614
bucket,5,5000,10,535734
bucket,6,5000,10,615111
bucket,7,5000,10,715712
bucket,1,6000,10,9936
bucket,2,6000,10,69343
bucket,3,6000,10,171233
bucket,4,6000,10,498049
bucket,5,6000,10,549970
bucket,6,6000,10,765526
bucket,7,6000,10,835485
bucket,1,7000,10,9938
bucket,2,7000,10,74119
bucket,3,7000,10,247603
bucket,4,7000,10,471340
bucket,5,7000,10,647409
bucket,6,7000,10,896460
bucket,7,7000,10,1047988
bucket,1,8000,10,10676
bucket,2,8000,10,74360
bucket,3,8000,10,305934
bucket,4,8000,10,564274
bucket,5,8000,10,769733
bucket,6,8000,10,1139396
bucket,7,8000,10,1173606
bucket,1,9000,10,11839
bucket,2,9000,10,69622
bucket,3,9000,10,335464
bucket,4,9000,10,653485
bucket,5,9000,10,959152
bucket,6,9000,10,1370699
bucket,7,9000,10,1397122
bucket,1,10000,10,12689
bucket,2,10000,10,86310
bucket,3,10000,10,369138
bucket,4,10000,10,668061
bucket,5,10000,10,980221
