Test,Size,Time
Random Pivot - Worst Case,4659100,243110197
End Pivot - Worst Case,4659100,241153347
Middle Pivot - Worst Case,4660100,285202819
Random Pivot - Worst Case,4660100,240245497
End Pivot - Worst Case,4660100,240018345
Middle Pivot - Worst Case,4661100,271131514
Random Pivot - Worst Case,4661100,240609241
End Pivot - Worst Case,4661100,245981056
Middle Pivot - Worst Case,4662100,274832979
Random Pivot - Worst Case,4662100,235544941
End Pivot - Worst Case,4662100,240903702
Middle Pivot - Worst Case,4663100,286032353
Random Pivot - Worst Case,4663100,262847658
End Pivot - Worst Case,4663100,247387026
Middle Pivot - Worst Case,4664100,271475508
Random Pivot - Worst Case,4664100,234953273
End Pivot - Worst Case,4664100,239311138
Middle Pivot - Worst Case,4665100,280063574
Random Pivot - Worst Case,4665100,257408997
End Pivot - Worst Case,4665100,257615818
Middle Pivot - Worst Case,4666100,279995060
Random Pivot - Worst Case,4666100,244552382
End Pivot - Worst Case,4666100,243019853
Middle Pivot - Worst Case,4667100,287942793
Random Pivot - Worst Case,4667100,263314917
End Pivot - Worst Case,4667100,252048669
Middle Pivot - Worst Case,4668100,272410083
Random Pivot - Worst Case,4668100,236488787
End Pivot - Worst Case,4668100,239440712
Middle Pivot - Worst Case,4669100,290558931
Random Pivot - Worst Case,4669100,269906380
End Pivot - Worst Case,4669100,243106670
Middle Pivot - Worst Case,4670100,289028523
Random Pivot - Worst Case,4670100,244709585
End Pivot - Worst Case,4670100,242695915
Middle Pivot - Worst Case,4671100,283429807
Random Pivot - Worst Case,4671100,246090866
End Pivot - Worst Case,4671100,246868753
Middle Pivot - Worst Case,4672100,272471513
Random Pivot - Worst Case,4672100,244952973
End Pivot - Worst Case,4672100,257484217
Middle Pivot - Worst Case,4673100,283380402
Random Pivot - Worst Case,4673100,246036261
End Pivot - Worst Case,4673100,257023303
Middle Pivot - Worst Case,4674100,285325685
Random Pivot - Worst Case,4674100,248624396
End Pivot - Worst Case,4674100,240746944
Middle Pivot - Worst Case,4675100,285855372
Random Pivot - Worst Case,4675100,253040481
End Pivot - Worst Case,4675100,259979159
Middle Pivot - Worst Case,4676100,287812200
Random Pivot - Worst Case,4676100,253287264
End Pivot - Worst Case,4676100,245093727
Middle Pivot - Worst Case,4677100,276108813
Random Pivot - Worst Case,4677100,241882913
End Pivot - Worst Case,4677100,286326190
Middle Pivot - Worst Case,4678100,274145010
Random Pivot - Worst Case,4678100,251532318
End Pivot - Worst Case,4678100,247712085
Middle Pivot - Worst Case,4679100,276899219
Random Pivot - Worst Case,4679100,244793163
End Pivot - Worst Case,4679100,250237738
Middle Pivot - Worst Case,4680100,280014313
Random Pivot - Worst Case,4680100,249479633
End Pivot - Worst Case,4680100,248705369
Middle Pivot - Worst Case,4681100,278106921
Random Pivot - Worst Case,4681100,237509507
End Pivot - Worst Case,4681100,243055268
Middle Pivot - Worst Case,4682100,272500113
Random Pivot - Worst Case,4682100,236458629
End Pivot - Worst Case,4682100,241423431
Middle Pivot - Worst Case,4683100,274875721
Random Pivot - Worst Case,4683100,242728829
End Pivot - Worst Case,4683100,268608677
Middle Pivot - Worst Case,4684100,275329633
Random Pivot - Worst Case,4684100,246479833
End Pivot - Worst Case,4684100,241491101
Middle Pivot - Worst Case,4685100,273259396
Random Pivot - Worst Case,4685100,239008152
End Pivot - Worst Case,4685100,241897987
Middle Pivot - Worst Case,4686100,274677922
Random Pivot - Worst Case,4686100,237708739
End Pivot - Worst Case,4686100,241169977
Middle Pivot - Worst Case,4687100,279106991
Random Pivot - Worst Case,4687100,236918636
End Pivot - Worst Case,4687100,258901315
Middle Pivot - Worst Case,4688100,274069862
Random Pivot - Worst Case,4688100,238479967
End Pivot - Worst Case,4688100,242164298
Middle Pivot - Worst Case,4689100,288871536
Random Pivot - Worst Case,4689100,242346787
End Pivot - Worst Case,4689100,259121050
Middle Pivot - Worst Case,4690100,283402411
Random Pivot - Worst Case,4690100,259751250
End Pivot - Worst Case,4690100,246866087
Middle Pivot - Worst Case,4691100,288703400
Random Pivot - Worst Case,4691100,248693011
End Pivot - Worst Case,4691100,246564108
Middle Pivot - Worst Case,4692100,296275648
Random Pivot - Worst Case,4692100,246931667
End Pivot - Worst Case,4692100,250963196
Middle Pivot - Worst Case,4693100,284501152
Random Pivot - Worst Case,4693100,255286177
End Pivot - Worst Case,4693100,249109300
Middle Pivot - Worst Case,4694100,288089398
Random Pivot - Worst Case,4694100,250173084
End Pivot - Worst Case,4694100,245262283
Middle Pivot - Worst Case,4695100,283621908
Random Pivot - Worst Case,4695100,265861665
End Pivot - Worst Case,4695100,249866816
Middle Pivot - Worst Case,4696100,286162320
Random Pivot - Worst Case,4696100,245108032
End Pivot - Worst Case,4696100,243066166
Middle Pivot - Worst Case,4697100,297157462
Random Pivot - Worst Case,4697100,241275036
End Pivot - Worst Case,4697100,242138295
Middle Pivot - Worst Case,4698100,301338947
Random Pivot - Worst Case,4698100,245424895
End Pivot - Worst Case,4698100,243553297
Middle Pivot - Worst Case,4699100,289840817
Random Pivot - Worst Case,4699100,249145317
End Pivot - Worst Case,4699100,251626993
Middle Pivot - Worst Case,4700100,282859636
Random Pivot - Worst Case,4700100,240839083
End Pivot - Worst Case,4700100,245349428
Middle Pivot - Worst Case,4701100,294108739
Random Pivot - Worst Case,4701100,243574303
End Pivot - Worst Case,4701100,242396725
Middle Pivot - Worst Case,4702100,291950393
Random Pivot - Worst Case,4702100,243797917
End Pivot - Worst Case,4702100,243893584
Middle Pivot - Worst Case,4703100,272708842
Random Pivot - Worst Case,4703100,240940043
End Pivot - Worst Case,4703100,243710115
Middle Pivot - Worst Case,4704100,280507786
Random Pivot - Worst Case,4704100,243240707
End Pivot - Worst Case,4704100,243756844
Middle Pivot - Worst Case,4705100,297520274
Random Pivot - Worst Case,4705100,244236671
End Pivot - Worst Case,4705100,245532645
Middle Pivot - Worst Case,4706100,293260483
Random Pivot - Worst Case,4706100,259148424
End Pivot - Worst Case,4706100,252784183
Middle Pivot - Worst Case,4707100,279455329
Random Pivot - Worst Case,4707100,268397646
End Pivot - Worst Case,4707100,252879337
Middle Pivot - Worst Case,4708100,288104612
Random Pivot - Worst Case,4708100,242713107
End Pivot - Worst Case,4708100,259548096
Middle Pivot - Worst Case,4709100,287568828
Random Pivot - Worst Case,4709100,257940392
End Pivot - Worst Case,4709100,254284290
Middle Pivot - Worst Case,4710100,284453634
Random Pivot - Worst Case,4710100,263018690
End Pivot - Worst Case,4710100,251106998
Middle Pivot - Worst Case,4711100,292303542
Random Pivot - Worst Case,4711100,259328654
End Pivot - Worst Case,4711100,262360080
Middle Pivot - Worst Case,4712100,284756610
Random Pivot - Worst Case,4712100,251458026
End Pivot - Worst Case,4712100,265293853
Middle Pivot - Worst Case,4713100,281539719
Random Pivot - Worst Case,4713100,247604661
End Pivot - Worst Case,4713100,253064444
Middle Pivot - Worst Case,4714100,279593648
Random Pivot - Worst Case,4714100,246173640
End Pivot - Worst Case,4714100,247245892
Middle Pivot - Worst Case,4715100,281319569
Random Pivot - Worst Case,4715100,244485513
End Pivot - Worst Case,4715100,260471398
Middle Pivot - Worst Case,4716100,281495967
Random Pivot - Worst Case,4716100,255907925
End Pivot - Worst Case,4716100,256391508
Middle Pivot - Worst Case,4717100,286878087
Random Pivot - Worst Case,4717100,265007934
End Pivot - Worst Case,4717100,251489996
Middle Pivot - Worst Case,4718100,292584577
Random Pivot - Worst Case,4718100,256340669
End Pivot - Worst Case,4718100,249417143
Middle Pivot - Worst Case,4719100,289500870
Random Pivot - Worst Case,4719100,243952475
End Pivot - Worst Case,4719100,246706485
Middle Pivot - Worst Case,4720100,281476533
Random Pivot - Worst Case,4720100,246512597
End Pivot - Worst Case,4720100,247972598
Middle Pivot - Worst Case,4721100,291764807
Random Pivot - Worst Case,4721100,271647536
End Pivot - Worst Case,4721100,253503020
Middle Pivot - Worst Case,4722100,310935930
Random Pivot - Worst Case,4722100,253752639
End Pivot - Worst Case,4722100,260835657
Middle Pivot - Worst Case,4723100,293839532
Random Pivot - Worst Case,4723100,250463694
End Pivot - Worst Case,4723100,246713597
Middle Pivot - Worst Case,4724100,292389843
Random Pivot - Worst Case,4724100,264646136
End Pivot - Worst Case,4724100,250975934
Middle Pivot - Worst Case,4725100,285370763
Random Pivot - Worst Case,4725100,248310017
End Pivot - Worst Case,4725100,252590319
Middle Pivot - Worst Case,4726100,289674843
Random Pivot - Worst Case,4726100,265983654
End Pivot - Worst Case,4726100,253820825
Middle Pivot - Worst Case,4727100,286495078
Random Pivot - Worst Case,4727100,256644972
End Pivot - Worst Case,4727100,269647327
Middle Pivot - Worst Case,4728100,289020928
Random Pivot - Worst Case,4728100,255055274
End Pivot - Worst Case,4728100,260287857
Middle Pivot - Worst Case,4729100,299357894
Random Pivot - Worst Case,4729100,261571934
End Pivot - Worst Case,4729100,256143005
Middle Pivot - Worst Case,4730100,292498425
Random Pivot - Worst Case,4730100,258712216
End Pivot - Worst Case,4730100,264986924
Middle Pivot - Worst Case,4731100,284137286
Random Pivot - Worst Case,4731100,251318295
End Pivot - Worst Case,4731100,251561013
Middle Pivot - Worst Case,4732100,285401105
Random Pivot - Worst Case,4732100,250624220
End Pivot - Worst Case,4732100,252128360
Middle Pivot - Worst Case,4733100,283192470
Random Pivot - Worst Case,4733100,250050580
End Pivot - Worst Case,4733100,251677614
Middle Pivot - Worst Case,4734100,285358292
Random Pivot - Worst Case,4734100,250799773
End Pivot - Worst Case,4734100,252671716
Middle Pivot - Worst Case,4735100,283648434
Random Pivot - Worst Case,4735100,252407718
End Pivot - Worst Case,4735100,271279161
Middle Pivot - Worst Case,4736100,294217244
Random Pivot - Worst Case,4736100,250550138
End Pivot - Worst Case,4736100,273687870
Middle Pivot - Worst Case,4737100,303569070
Random Pivot - Worst Case,4737100,251121131
End Pivot - Worst Case,4737100,258055019
Middle Pivot - Worst Case,4738100,317189453
Random Pivot - Worst Case,4738100,263500245
End Pivot - Worst Case,4738100,255775598
Middle Pivot - Worst Case,4739100,324308246
Random Pivot - Worst Case,4739100,252058478
End Pivot - Worst Case,4739100,271092948
Middle Pivot - Worst Case,4740100,319140837
Random Pivot - Worst Case,4740100,268730388
End Pivot - Worst Case,4740100,271194128
Middle Pivot - Worst Case,4741100,346031188
Random Pivot - Worst Case,4741100,307458415
End Pivot - Worst Case,4741100,374922743
Middle Pivot - Worst Case,4742100,324002216
Random Pivot - Worst Case,4742100,414703366
End Pivot - Worst Case,4742100,270027672
Middle Pivot - Worst Case,4743100,302727488
Random Pivot - Worst Case,4743100,248560644
End Pivot - Worst Case,4743100,249795664
Middle Pivot - Worst Case,4744100,277169609
Random Pivot - Worst Case,4744100,248819668
End Pivot - Worst Case,4744100,260339409
Middle Pivot - Worst Case,4745100,311004913
Random Pivot - Worst Case,4745100,270804092
End Pivot - Worst Case,4745100,256801713
Middle Pivot - Worst Case,4746100,289315626
Random Pivot - Worst Case,4746100,266143480
End Pivot - Worst Case,4746100,294292431
Middle Pivot - Worst Case,4747100,292852895
Random Pivot - Worst Case,4747100,262086324
End Pivot - Worst Case,4747100,262700930
Middle Pivot - Worst Case,4748100,298456625
Random Pivot - Worst Case,4748100,256344063
End Pivot - Worst Case,4748100,257002954
Middle Pivot - Worst Case,4749100,297717839
Random Pivot - Worst Case,4749100,260617126
End Pivot - Worst Case,4749100,258830416
Middle Pivot - Worst Case,4750100,285980679
Random Pivot - Worst Case,4750100,267415566
End Pivot - Worst Case,4750100,255740329
Middle Pivot - Worst Case,4751100,294397931
Random Pivot - Worst Case,4751100,255910552
End Pivot - Worst Case,4751100,263218115
Middle Pivot - Worst Case,4752100,291718301
Random Pivot - Worst Case,4752100,258425187
End Pivot - Worst Case,4752100,255435908
Middle Pivot - Worst Case,4753100,280332798
Random Pivot - Worst Case,4753100,246365675
End Pivot - Worst Case,4753100,246211108
Middle Pivot - Worst Case,4754100,279869440
Random Pivot - Worst Case,4754100,245859751
End Pivot - Worst Case,4754100,248071387
Middle Pivot - Worst Case,4755100,279213320
Random Pivot - Worst Case,4755100,257416362
End Pivot - Worst Case,4755100,248676979
Middle Pivot - Worst Case,4756100,295075009
Random Pivot - Worst Case,4756100,256765579
End Pivot - Worst Case,4756100,267961358
Middle Pivot - Worst Case,4757100,299442002
Random Pivot - Worst Case,4757100,256575350
End Pivot - Worst Case,4757100,253634142
Middle Pivot - Worst Case,4758100,286193852
Random Pivot - Worst Case,4758100,245518171
End Pivot - Worst Case,4758100,252639980
Middle Pivot - Worst Case,4759100,279224568
Random Pivot - Worst Case,4759100,242999809
End Pivot - Worst Case,4759100,248780607
Middle Pivot - Worst Case,4760100,278185453
Random Pivot - Worst Case,4760100,242435058
End Pivot - Worst Case,4760100,244635206
Middle Pivot - Worst Case,4761100,279485562
Random Pivot - Worst Case,4761100,246296972
End Pivot - Worst Case,4761100,247612297
Middle Pivot - Worst Case,4762100,281890974
Random Pivot - Worst Case,4762100,244430980
End Pivot - Worst Case,4762100,246712859
Middle Pivot - Worst Case,4763100,279754263
Random Pivot - Worst Case,4763100,244391211
End Pivot - Worst Case,4763100,246039974
Middle Pivot - Worst Case,4764100,279066118
Random Pivot - Worst Case,4764100,242869931
End Pivot - Worst Case,4764100,244092608
Middle Pivot - Worst Case,4765100,300862483
Random Pivot - Worst Case,4765100,245887510
End Pivot - Worst Case,4765100,249679812
Middle Pivot - Worst Case,4766100,295680476
Random Pivot - Worst Case,4766100,258341884
End Pivot - Worst Case,4766100,248104508
Middle Pivot - Worst Case,4767100,311695921
Random Pivot - Worst Case,4767100,260033322
End Pivot - Worst Case,4767100,256626207
Middle Pivot - Worst Case,4768100,330844805
Random Pivot - Worst Case,4768100,254294097
End Pivot - Worst Case,4768100,259952125
Middle Pivot - Worst Case,4769100,310844642
Random Pivot - Worst Case,4769100,265112432
End Pivot - Worst Case,4769100,279085150
Middle Pivot - Worst Case,4770100,292217668
Random Pivot - Worst Case,4770100,247291957
End Pivot - Worst Case,4770100,252860757
Middle Pivot - Worst Case,4771100,299475365
Random Pivot - Worst Case,4771100,257295080
End Pivot - Worst Case,4771100,255748323
Middle Pivot - Worst Case,4772100,292947368
Random Pivot - Worst Case,4772100,257498981
End Pivot - Worst Case,4772100,263982383
Middle Pivot - Worst Case,4773100,294811398
Random Pivot - Worst Case,4773100,260994892
End Pivot - Worst Case,4773100,272645068
Middle Pivot - Worst Case,4774100,301400291
Random Pivot - Worst Case,4774100,270851892
End Pivot - Worst Case,4774100,256559677
Middle Pivot - Worst Case,4775100,302706921
Random Pivot - Worst Case,4775100,257288576
End Pivot - Worst Case,4775100,263505225
Middle Pivot - Worst Case,4776100,298112749
Random Pivot - Worst Case,4776100,265096480
End Pivot - Worst Case,4776100,259039794
Middle Pivot - Worst Case,4777100,287242108
Random Pivot - Worst Case,4777100,246452574
End Pivot - Worst Case,4777100,247447586
Middle Pivot - Worst Case,4778100,301357116
Random Pivot - Worst Case,4778100,271454179
End Pivot - Worst Case,4778100,260665514
Middle Pivot - Worst Case,4779100,297423280
Random Pivot - Worst Case,4779100,253404847
End Pivot - Worst Case,4779100,263794571
Middle Pivot - Worst Case,4780100,313720721
Random Pivot - Worst Case,4780100,255073842
End Pivot - Worst Case,4780100,249771584
Middle Pivot - Worst Case,4781100,301669278
Random Pivot - Worst Case,4781100,275498888
End Pivot - Worst Case,4781100,270865185
Middle Pivot - Worst Case,4782100,290735274
Random Pivot - Worst Case,4782100,262273698
End Pivot - Worst Case,4782100,272109716
Middle Pivot - Worst Case,4783100,293653262
Random Pivot - Worst Case,4783100,247349187
End Pivot - Worst Case,4783100,273335378
Middle Pivot - Worst Case,4784100,287082861
Random Pivot - Worst Case,4784100,257811823
End Pivot - Worst Case,4784100,256192746
Middle Pivot - Worst Case,4785100,291541711
Random Pivot - Worst Case,4785100,256706688
End Pivot - Worst Case,4785100,253297384
Middle Pivot - Worst Case,4786100,291468612
Random Pivot - Worst Case,4786100,257801148
End Pivot - Worst Case,4786100,257773500
Middle Pivot - Worst Case,4787100,287460964
Random Pivot - Worst Case,4787100,251375069
End Pivot - Worst Case,4787100,249049391
Middle Pivot - Worst Case,4788100,281838660
Random Pivot - Worst Case,4788100,242364904
End Pivot - Worst Case,4788100,262449336
Middle Pivot - Worst Case,4789100,291196871
Random Pivot - Worst Case,4789100,264532825
End Pivot - Worst Case,4789100,262886039
Middle Pivot - Worst Case,4790100,287768224
Random Pivot - Worst Case,4790100,252594782
End Pivot - Worst Case,4790100,254346372
Middle Pivot - Worst Case,4791100,286736990
Random Pivot - Worst Case,4791100,253470507
End Pivot - Worst Case,4791100,260450817
Middle Pivot - Worst Case,4792100,295182371
Random Pivot - Worst Case,4792100,267984849
End Pivot - Worst Case,4792100,255453934
Middle Pivot - Worst Case,4793100,288266399
Random Pivot - Worst Case,4793100,251415641
End Pivot - Worst Case,4793100,253748498
Middle Pivot - Worst Case,4794100,287494921
Random Pivot - Worst Case,4794100,251160681
End Pivot - Worst Case,4794100,252928299
Middle Pivot - Worst Case,4795100,279950043
Random Pivot - Worst Case,4795100,248545843
End Pivot - Worst Case,4795100,250123488
Middle Pivot - Worst Case,4796100,309833917
Random Pivot - Worst Case,4796100,274395580
End Pivot - Worst Case,4796100,252511147
Middle Pivot - Worst Case,4797100,291012252
Random Pivot - Worst Case,4797100,251460373
End Pivot - Worst Case,4797100,256595449
Middle Pivot - Worst Case,4798100,286712522
Random Pivot - Worst Case,4798100,269517542
End Pivot - Worst Case,4798100,272104528
Middle Pivot - Worst Case,4799100,288667308
Random Pivot - Worst Case,4799100,259140525
End Pivot - Worst Case,4799100,262630629
Middle Pivot - Worst Case,4800100,292388618
Random Pivot - Worst Case,4800100,257484219
End Pivot - Worst Case,4800100,313208342
Middle Pivot - Worst Case,4801100,289956734
Random Pivot - Worst Case,4801100,260724987
End Pivot - Worst Case,4801100,258519316
Middle Pivot - Worst Case,4802100,292573310
Random Pivot - Worst Case,4802100,253516588
End Pivot - Worst Case,4802100,249347786
Middle Pivot - Worst Case,4803100,280682496
Random Pivot - Worst Case,4803100,253513611
End Pivot - Worst Case,4803100,252736940
Middle Pivot - Worst Case,4804100,286560421
Random Pivot - Worst Case,4804100,250445403
End Pivot - Worst Case,4804100,249670891
Middle Pivot - Worst Case,4805100,283312808
Random Pivot - Worst Case,4805100,247533420
End Pivot - Worst Case,4805100,252879832
Middle Pivot - Worst Case,4806100,280788977
Random Pivot - Worst Case,4806100,248375106
End Pivot - Worst Case,4806100,251966399
Middle Pivot - Worst Case,4807100,282312492
Random Pivot - Worst Case,4807100,245989700
End Pivot - Worst Case,4807100,255850055
Middle Pivot - Worst Case,4808100,286155621
Random Pivot - Worst Case,4808100,245377836
End Pivot - Worst Case,4808100,249654343
Middle Pivot - Worst Case,4809100,283268899
Random Pivot - Worst Case,4809100,247160018
End Pivot - Worst Case,4809100,248582617
Middle Pivot - Worst Case,4810100,281923393
Random Pivot - Worst Case,4810100,254726750
End Pivot - Worst Case,4810100,250347566
Middle Pivot - Worst Case,4811100,283560279
Random Pivot - Worst Case,4811100,246221148
End Pivot - Worst Case,4811100,251695495
Middle Pivot - Worst Case,4812100,281565149
Random Pivot - Worst Case,4812100,245842569
End Pivot - Worst Case,4812100,255447701
Middle Pivot - Worst Case,4813100,287591056
Random Pivot - Worst Case,4813100,252981195
End Pivot - Worst Case,4813100,250344556
Middle Pivot - Worst Case,4814100,284267896
Random Pivot - Worst Case,4814100,248913165
End Pivot - Worst Case,4814100,259124592
Middle Pivot - Worst Case,4815100,287253764
Random Pivot - Worst Case,4815100,251418168
End Pivot - Worst Case,4815100,256733232
Middle Pivot - Worst Case,4816100,283740846
Random Pivot - Worst Case,4816100,249050438
End Pivot - Worst Case,4816100,249092723
Middle Pivot - Worst Case,4817100,284156944
Random Pivot - Worst Case,4817100,246642739
End Pivot - Worst Case,4817100,248652101
Middle Pivot - Worst Case,4818100,282493858
Random Pivot - Worst Case,4818100,245260379
End Pivot - Worst Case,4818100,256955503
Middle Pivot - Worst Case,4819100,292415911
Random Pivot - Worst Case,4819100,253821083
End Pivot - Worst Case,4819100,262365894
Middle Pivot - Worst Case,4820100,294375492
Random Pivot - Worst Case,4820100,260251913
End Pivot - Worst Case,4820100,254073585
Middle Pivot - Worst Case,4821100,290057596
Random Pivot - Worst Case,4821100,253810018
End Pivot - Worst Case,4821100,251057440
Middle Pivot - Worst Case,4822100,284018960
Random Pivot - Worst Case,4822100,247632510
End Pivot - Worst Case,4822100,272773898
Middle Pivot - Worst Case,4823100,298134447
Random Pivot - Worst Case,4823100,257118346
End Pivot - Worst Case,4823100,263220224
Middle Pivot - Worst Case,4824100,283242494
Random Pivot - Worst Case,4824100,247806448
End Pivot - Worst Case,4824100,271694623
Middle Pivot - Worst Case,4825100,283164793
Random Pivot - Worst Case,4825100,248144070
End Pivot - Worst Case,4825100,248859403
Middle Pivot - Worst Case,4826100,283383539
Random Pivot - Worst Case,4826100,266074275
End Pivot - Worst Case,4826100,267452116
Middle Pivot - Worst Case,4827100,292338301
Random Pivot - Worst Case,4827100,259079506
End Pivot - Worst Case,4827100,266223604
Middle Pivot - Worst Case,4828100,291328242
Random Pivot - Worst Case,4828100,260283576
End Pivot - Worst Case,4828100,274124521
Middle Pivot - Worst Case,4829100,293872859
Random Pivot - Worst Case,4829100,263145244
End Pivot - Worst Case,4829100,266514118
Middle Pivot - Worst Case,4830100,300318513
Random Pivot - Worst Case,4830100,263428716
End Pivot - Worst Case,4830100,249425524
Middle Pivot - Worst Case,4831100,301935241
Random Pivot - Worst Case,4831100,261150493
End Pivot - Worst Case,4831100,255471966
Middle Pivot - Worst Case,4832100,282408545
Random Pivot - Worst Case,4832100,248137556
End Pivot - Worst Case,4832100,251134179
Middle Pivot - Worst Case,4833100,280385301
Random Pivot - Worst Case,4833100,247658300
End Pivot - Worst Case,4833100,247729537
Middle Pivot - Worst Case,4834100,290293184
Random Pivot - Worst Case,4834100,257454363
End Pivot - Worst Case,4834100,252524904
Middle Pivot - Worst Case,4835100,289311671
Random Pivot - Worst Case,4835100,253588280
End Pivot - Worst Case,4835100,274301246
Middle Pivot - Worst Case,4836100,289463547
Random Pivot - Worst Case,4836100,253711770
End Pivot - Worst Case,4836100,255496648
Middle Pivot - Worst Case,4837100,297440214
Random Pivot - Worst Case,4837100,255150339
End Pivot - Worst Case,4837100,262961318
Middle Pivot - Worst Case,4838100,293684834
Random Pivot - Worst Case,4838100,258782757
End Pivot - Worst Case,4838100,268490776
Middle Pivot - Worst Case,4839100,283335579
Random Pivot - Worst Case,4839100,267026519
End Pivot - Worst Case,4839100,269445237
Middle Pivot - Worst Case,4840100,294706102
Random Pivot - Worst Case,4840100,258320003
End Pivot - Worst Case,4840100,303400388
Middle Pivot - Worst Case,4841100,285241154
Random Pivot - Worst Case,4841100,258257330
End Pivot - Worst Case,4841100,258527265
Middle Pivot - Worst Case,4842100,291476769
Random Pivot - Worst Case,4842100,258125545
End Pivot - Worst Case,4842100,280236622
Middle Pivot - Worst Case,4843100,295231349
Random Pivot - Worst Case,4843100,257041452
End Pivot - Worst Case,4843100,250923554
Middle Pivot - Worst Case,4844100,283643737
Random Pivot - Worst Case,4844100,251733486
End Pivot - Worst Case,4844100,254834492
Middle Pivot - Worst Case,4845100,297033039
Random Pivot - Worst Case,4845100,258832453
End Pivot - Worst Case,4845100,265902790
Middle Pivot - Worst Case,4846100,294490839
Random Pivot - Worst Case,4846100,270420976
End Pivot - Worst Case,4846100,258968002
Middle Pivot - Worst Case,4847100,300227351
Random Pivot - Worst Case,4847100,250980323
End Pivot - Worst Case,4847100,257987613
Middle Pivot - Worst Case,4848100,306119847
Random Pivot - Worst Case,4848100,258797928
End Pivot - Worst Case,4848100,257007840
Middle Pivot - Worst Case,4849100,299237366
Random Pivot - Worst Case,4849100,264432990
End Pivot - Worst Case,4849100,256861016
Middle Pivot - Worst Case,4850100,297601881
Random Pivot - Worst Case,4850100,256168533
End Pivot - Worst Case,4850100,267930217
Middle Pivot - Worst Case,4851100,287356131
Random Pivot - Worst Case,4851100,254448066
End Pivot - Worst Case,4851100,266766965
Middle Pivot - Worst Case,4852100,296120037
Random Pivot - Worst Case,4852100,258790463
End Pivot - Worst Case,4852100,262260528
Middle Pivot - Worst Case,4853100,287805460
Random Pivot - Worst Case,4853100,258742268
End Pivot - Worst Case,4853100,258405235
Middle Pivot - Worst Case,4854100,296783121
Random Pivot - Worst Case,4854100,266600458
End Pivot - Worst Case,4854100,264420679
Middle Pivot - Worst Case,4855100,301923848
Random Pivot - Worst Case,4855100,261051813
End Pivot - Worst Case,4855100,276172670
Middle Pivot - Worst Case,4856100,292208870
Random Pivot - Worst Case,4856100,270939911
End Pivot - Worst Case,4856100,273099446
Middle Pivot - Worst Case,4857100,284193259
Random Pivot - Worst Case,4857100,250788062
End Pivot - Worst Case,4857100,272686991
Middle Pivot - Worst Case,4858100,296777386
Random Pivot - Worst Case,4858100,268209847
End Pivot - Worst Case,4858100,266296068
Middle Pivot - Worst Case,4859100,293331694
Random Pivot - Worst Case,4859100,256139988
End Pivot - Worst Case,4859100,274876100
Middle Pivot - Worst Case,4860100,300179899
Random Pivot - Worst Case,4860100,279019276
End Pivot - Worst Case,4860100,266764199
Middle Pivot - Worst Case,4861100,292400978
Random Pivot - Worst Case,4861100,252182245
End Pivot - Worst Case,4861100,273791362
Middle Pivot - Worst Case,4862100,293431362
Random Pivot - Worst Case,4862100,249970855
End Pivot - Worst Case,4862100,263246538
Middle Pivot - Worst Case,4863100,295393438
Random Pivot - Worst Case,4863100,259080411
End Pivot - Worst Case,4863100,271391748
Middle Pivot - Worst Case,4864100,291175132
Random Pivot - Worst Case,4864100,258007056
End Pivot - Worst Case,4864100,266936031
Middle Pivot - Worst Case,4865100,298682896
Random Pivot - Worst Case,4865100,271986778
End Pivot - Worst Case,4865100,260404472
Middle Pivot - Worst Case,4866100,290275296
Random Pivot - Worst Case,4866100,247699321
End Pivot - Worst Case,4866100,251595677
Middle Pivot - Worst Case,4867100,319584188
Random Pivot - Worst Case,4867100,255611525
End Pivot - Worst Case,4867100,275725877
Middle Pivot - Worst Case,4868100,302519201
Random Pivot - Worst Case,4868100,276452563
End Pivot - Worst Case,4868100,273599180
Middle Pivot - Worst Case,4869100,295926738
Random Pivot - Worst Case,4869100,281749838
End Pivot - Worst Case,4869100,263689142
Middle Pivot - Worst Case,4870100,290870236
Random Pivot - Worst Case,4870100,263651297
End Pivot - Worst Case,4870100,256063385
Middle Pivot - Worst Case,4871100,309737353
Random Pivot - Worst Case,4871100,264952699
End Pivot - Worst Case,4871100,267870053
Middle Pivot - Worst Case,4872100,293315608
Random Pivot - Worst Case,4872100,262189599
End Pivot - Worst Case,4872100,260316848
Middle Pivot - Worst Case,4873100,293173595
Random Pivot - Worst Case,4873100,264158401
End Pivot - Worst Case,4873100,262325265
Middle Pivot - Worst Case,4874100,293266776
Random Pivot - Worst Case,4874100,258779525
End Pivot - Worst Case,4874100,259158467
Middle Pivot - Worst Case,4875100,291915838
Random Pivot - Worst Case,4875100,258223468
End Pivot - Worst Case,4875100,262336467
Middle Pivot - Worst Case,4876100,298085879
Random Pivot - Worst Case,4876100,274531865
End Pivot - Worst Case,4876100,270151397
Middle Pivot - Worst Case,4877100,298649573
Random Pivot - Worst Case,4877100,265260023
End Pivot - Worst Case,4877100,275648625
Middle Pivot - Worst Case,4878100,292781513
Random Pivot - Worst Case,4878100,257617079
End Pivot - Worst Case,4878100,258760173
Middle Pivot - Worst Case,4879100,289748937
Random Pivot - Worst Case,4879100,257050429
End Pivot - Worst Case,4879100,261857492
Middle Pivot - Worst Case,4880100,294377580
Random Pivot - Worst Case,4880100,271998429
End Pivot - Worst Case,4880100,274925459
Middle Pivot - Worst Case,4881100,302625146
