Test,Size,Time
Random Pivot - Worst Case,670100,31001914
End Pivot - Worst Case,670100,31557055
Middle Pivot - Worst Case,671100,37940384
Random Pivot - Worst Case,671100,31444549
End Pivot - Worst Case,671100,31405517
Middle Pivot - Worst Case,672100,36061128
Random Pivot - Worst Case,672100,31388310
End Pivot - Worst Case,672100,31007643
Middle Pivot - Worst Case,673100,35740905
Random Pivot - Worst Case,673100,31033640
End Pivot - Worst Case,673100,34056444
Middle Pivot - Worst Case,674100,38700573
Random Pivot - Worst Case,674100,33527274
End Pivot - Worst Case,674100,31422734
Middle Pivot - Worst Case,675100,36424750
Random Pivot - Worst Case,675100,31116059
End Pivot - Worst Case,675100,31540710
Middle Pivot - Worst Case,676100,35659454
Random Pivot - Worst Case,676100,31369077
End Pivot - Worst Case,676100,32186201
Middle Pivot - Worst Case,677100,36856067
Random Pivot - Worst Case,677100,33910697
End Pivot - Worst Case,677100,33038303
Middle Pivot - Worst Case,678100,36026509
Random Pivot - Worst Case,678100,31767964
End Pivot - Worst Case,678100,34577548
Middle Pivot - Worst Case,679100,36262599
Random Pivot - Worst Case,679100,33378402
End Pivot - Worst Case,679100,32463918
Middle Pivot - Worst Case,680100,37351444
Random Pivot - Worst Case,680100,31563905
End Pivot - Worst Case,680100,32313237
Middle Pivot - Worst Case,681100,37071028
Random Pivot - Worst Case,681100,32478841
End Pivot - Worst Case,681100,33206936
Middle Pivot - Worst Case,682100,39624164
Random Pivot - Worst Case,682100,34198586
End Pivot - Worst Case,682100,33548210
Middle Pivot - Worst Case,683100,36523843
Random Pivot - Worst Case,683100,31690732
End Pivot - Worst Case,683100,31803144
Middle Pivot - Worst Case,684100,50887365
Random Pivot - Worst Case,684100,33421509
End Pivot - Worst Case,684100,33561043
Middle Pivot - Worst Case,685100,37544107
Random Pivot - Worst Case,685100,32861221
End Pivot - Worst Case,685100,33169950
Middle Pivot - Worst Case,686100,54260095
Random Pivot - Worst Case,686100,32838397
End Pivot - Worst Case,686100,32060492
Middle Pivot - Worst Case,687100,39429639
Random Pivot - Worst Case,687100,32630924
End Pivot - Worst Case,687100,33217574
Middle Pivot - Worst Case,688100,38626211
Random Pivot - Worst Case,688100,32285260
End Pivot - Worst Case,688100,33020409
Middle Pivot - Worst Case,689100,39069224
Random Pivot - Worst Case,689100,33238770
End Pivot - Worst Case,689100,33496260
Middle Pivot - Worst Case,690100,39011626
Random Pivot - Worst Case,690100,32223588
End Pivot - Worst Case,690100,32502539
Middle Pivot - Worst Case,691100,39570572
Random Pivot - Worst Case,691100,35068112
End Pivot - Worst Case,691100,33998769
Middle Pivot - Worst Case,692100,40920583
Random Pivot - Worst Case,692100,33634220
End Pivot - Worst Case,692100,34385263
Middle Pivot - Worst Case,693100,40572015
Random Pivot - Worst Case,693100,34161287
End Pivot - Worst Case,693100,33809546
Middle Pivot - Worst Case,694100,40983548
Random Pivot - Worst Case,694100,34078013
End Pivot - Worst Case,694100,33869542
Middle Pivot - Worst Case,695100,39464586
Random Pivot - Worst Case,695100,35290591
End Pivot - Worst Case,695100,34137523
Middle Pivot - Worst Case,696100,39741306
Random Pivot - Worst Case,696100,33946757
End Pivot - Worst Case,696100,34374326
Middle Pivot - Worst Case,697100,40361218
Random Pivot - Worst Case,697100,33079905
End Pivot - Worst Case,697100,33953614
Middle Pivot - Worst Case,698100,41388547
Random Pivot - Worst Case,698100,32857677
End Pivot - Worst Case,698100,33149808
Middle Pivot - Worst Case,699100,40822060
Random Pivot - Worst Case,699100,33645567
End Pivot - Worst Case,699100,33461123
Middle Pivot - Worst Case,700100,39651477
Random Pivot - Worst Case,700100,32960373
End Pivot - Worst Case,700100,33741776
Middle Pivot - Worst Case,701100,39599231
Random Pivot - Worst Case,701100,32552977
End Pivot - Worst Case,701100,32826263
Middle Pivot - Worst Case,702100,40988377
Random Pivot - Worst Case,702100,32446480
End Pivot - Worst Case,702100,33935185
Middle Pivot - Worst Case,703100,39531656
Random Pivot - Worst Case,703100,33688002
End Pivot - Worst Case,703100,34947523
Middle Pivot - Worst Case,704100,39760574
Random Pivot - Worst Case,704100,33386575
End Pivot - Worst Case,704100,33568388
Middle Pivot - Worst Case,705100,39709899
Random Pivot - Worst Case,705100,32788396
End Pivot - Worst Case,705100,32971311
Middle Pivot - Worst Case,706100,41089093
Random Pivot - Worst Case,706100,33789872
End Pivot - Worst Case,706100,33305372
Middle Pivot - Worst Case,707100,40265040
Random Pivot - Worst Case,707100,33419002
End Pivot - Worst Case,707100,33824278
Middle Pivot - Worst Case,708100,40311271
Random Pivot - Worst Case,708100,33185928
End Pivot - Worst Case,708100,33465603
Middle Pivot - Worst Case,709100,39946506
Random Pivot - Worst Case,709100,32971509
End Pivot - Worst Case,709100,33295310
Middle Pivot - Worst Case,710100,40990803
Random Pivot - Worst Case,710100,33639084
End Pivot - Worst Case,710100,34197503
Middle Pivot - Worst Case,711100,40282697
Random Pivot - Worst Case,711100,33745750
End Pivot - Worst Case,711100,33626483
Middle Pivot - Worst Case,712100,39824859
Random Pivot - Worst Case,712100,33535081
End Pivot - Worst Case,712100,34401671
Middle Pivot - Worst Case,713100,41598250
Random Pivot - Worst Case,713100,36186952
End Pivot - Worst Case,713100,34550572
Middle Pivot - Worst Case,714100,43155006
Random Pivot - Worst Case,714100,35592502
End Pivot - Worst Case,714100,37261019
Middle Pivot - Worst Case,715100,42084569
Random Pivot - Worst Case,715100,34807913
End Pivot - Worst Case,715100,37288638
Middle Pivot - Worst Case,716100,42320532
Random Pivot - Worst Case,716100,35037782
End Pivot - Worst Case,716100,35954250
Middle Pivot - Worst Case,717100,41211971
Random Pivot - Worst Case,717100,33721771
End Pivot - Worst Case,717100,35026623
Middle Pivot - Worst Case,718100,42105803
Random Pivot - Worst Case,718100,34912271
End Pivot - Worst Case,718100,34171597
Middle Pivot - Worst Case,719100,40709811
Random Pivot - Worst Case,719100,34220188
End Pivot - Worst Case,719100,35446747
Middle Pivot - Worst Case,720100,42976606
Random Pivot - Worst Case,720100,34784529
End Pivot - Worst Case,720100,34059181
Middle Pivot - Worst Case,721100,42577803
Random Pivot - Worst Case,721100,36110310
End Pivot - Worst Case,721100,40569327
Middle Pivot - Worst Case,722100,43995711
Random Pivot - Worst Case,722100,36498532
End Pivot - Worst Case,722100,36539071
Middle Pivot - Worst Case,723100,42235812
Random Pivot - Worst Case,723100,35883813
End Pivot - Worst Case,723100,35992299
Middle Pivot - Worst Case,724100,42772008
Random Pivot - Worst Case,724100,35664272
End Pivot - Worst Case,724100,36024994
Middle Pivot - Worst Case,725100,43478609
Random Pivot - Worst Case,725100,35832382
End Pivot - Worst Case,725100,36997495
Middle Pivot - Worst Case,726100,43334760
Random Pivot - Worst Case,726100,35958158
End Pivot - Worst Case,726100,44275310
Middle Pivot - Worst Case,727100,43764529
Random Pivot - Worst Case,727100,37316649
End Pivot - Worst Case,727100,41388130
Middle Pivot - Worst Case,728100,50730922
Random Pivot - Worst Case,728100,37968176
End Pivot - Worst Case,728100,36113655
Middle Pivot - Worst Case,729100,46072408
Random Pivot - Worst Case,729100,43858906
End Pivot - Worst Case,729100,44577348
Middle Pivot - Worst Case,730100,56174190
Random Pivot - Worst Case,730100,47039533
End Pivot - Worst Case,730100,47201106
Middle Pivot - Worst Case,731100,54852122
Random Pivot - Worst Case,731100,44484190
End Pivot - Worst Case,731100,37449230
Middle Pivot - Worst Case,732100,57535889
Random Pivot - Worst Case,732100,44527066
End Pivot - Worst Case,732100,41466055
Middle Pivot - Worst Case,733100,47718248
Random Pivot - Worst Case,733100,36361382
End Pivot - Worst Case,733100,39714047
Middle Pivot - Worst Case,734100,52866661
Random Pivot - Worst Case,734100,36386159
End Pivot - Worst Case,734100,38361294
Middle Pivot - Worst Case,735100,98141949
Random Pivot - Worst Case,735100,41952331
End Pivot - Worst Case,735100,36194888
Middle Pivot - Worst Case,736100,45553298
Random Pivot - Worst Case,736100,42137824
End Pivot - Worst Case,736100,37281892
Middle Pivot - Worst Case,737100,43054494
Random Pivot - Worst Case,737100,36618453
End Pivot - Worst Case,737100,37237007
Middle Pivot - Worst Case,738100,44236493
Random Pivot - Worst Case,738100,37733904
End Pivot - Worst Case,738100,37858358
Middle Pivot - Worst Case,739100,45908815
Random Pivot - Worst Case,739100,36689424
End Pivot - Worst Case,739100,37660053
Middle Pivot - Worst Case,740100,43823853
Random Pivot - Worst Case,740100,37368384
End Pivot - Worst Case,740100,36445543
Middle Pivot - Worst Case,741100,42252033
Random Pivot - Worst Case,741100,36150115
End Pivot - Worst Case,741100,36808174
Middle Pivot - Worst Case,742100,43983325
Random Pivot - Worst Case,742100,35671072
End Pivot - Worst Case,742100,36043233
Middle Pivot - Worst Case,743100,42389279
Random Pivot - Worst Case,743100,35203914
End Pivot - Worst Case,743100,36031513
Middle Pivot - Worst Case,744100,42828622
Random Pivot - Worst Case,744100,35727629
End Pivot - Worst Case,744100,37592867
Middle Pivot - Worst Case,745100,42691922
Random Pivot - Worst Case,745100,35447346
End Pivot - Worst Case,745100,35495280
Middle Pivot - Worst Case,746100,43758684
Random Pivot - Worst Case,746100,35998642
End Pivot - Worst Case,746100,35578177
Middle Pivot - Worst Case,747100,42460666
Random Pivot - Worst Case,747100,36055927
End Pivot - Worst Case,747100,35910394
Middle Pivot - Worst Case,748100,42328013
Random Pivot - Worst Case,748100,35410076
End Pivot - Worst Case,748100,35885431
Middle Pivot - Worst Case,749100,43285562
Random Pivot - Worst Case,749100,36311615
End Pivot - Worst Case,749100,36299530
Middle Pivot - Worst Case,750100,44397812
Random Pivot - Worst Case,750100,37519365
End Pivot - Worst Case,750100,37431536
Middle Pivot - Worst Case,751100,43593102
Random Pivot - Worst Case,751100,36614665
End Pivot - Worst Case,751100,37615357
Middle Pivot - Worst Case,752100,45326630
Random Pivot - Worst Case,752100,38347966
End Pivot - Worst Case,752100,37077264
Middle Pivot - Worst Case,753100,44234792
Random Pivot - Worst Case,753100,37544077
End Pivot - Worst Case,753100,38679352
Middle Pivot - Worst Case,754100,46284367
Random Pivot - Worst Case,754100,37391148
End Pivot - Worst Case,754100,37150550
Middle Pivot - Worst Case,755100,44748096
Random Pivot - Worst Case,755100,37695211
End Pivot - Worst Case,755100,38267312
Middle Pivot - Worst Case,756100,44639162
Random Pivot - Worst Case,756100,38912373
End Pivot - Worst Case,756100,37385736
Middle Pivot - Worst Case,757100,44032264
Random Pivot - Worst Case,757100,37823576
End Pivot - Worst Case,757100,37242384
Middle Pivot - Worst Case,758100,44552497
Random Pivot - Worst Case,758100,36723131
End Pivot - Worst Case,758100,36868989
Middle Pivot - Worst Case,759100,43951011
Random Pivot - Worst Case,759100,36995466
End Pivot - Worst Case,759100,37754450
Middle Pivot - Worst Case,760100,48721766
Random Pivot - Worst Case,760100,38029154
End Pivot - Worst Case,760100,38893500
Middle Pivot - Worst Case,761100,44906698
Random Pivot - Worst Case,761100,38227166
End Pivot - Worst Case,761100,38823858
Middle Pivot - Worst Case,762100,44092960
Random Pivot - Worst Case,762100,38352224
End Pivot - Worst Case,762100,38762296
Middle Pivot - Worst Case,763100,43109328
Random Pivot - Worst Case,763100,36657562
End Pivot - Worst Case,763100,37494772
Middle Pivot - Worst Case,764100,45951653
Random Pivot - Worst Case,764100,38063025
End Pivot - Worst Case,764100,39233026
Middle Pivot - Worst Case,765100,46706529
Random Pivot - Worst Case,765100,37826974
End Pivot - Worst Case,765100,38291981
Middle Pivot - Worst Case,766100,48710092
Random Pivot - Worst Case,766100,38268586
End Pivot - Worst Case,766100,37937576
Middle Pivot - Worst Case,767100,45887504
Random Pivot - Worst Case,767100,36533968
End Pivot - Worst Case,767100,37066861
Middle Pivot - Worst Case,768100,43624580
Random Pivot - Worst Case,768100,36912994
End Pivot - Worst Case,768100,37639006
Middle Pivot - Worst Case,769100,46400954
Random Pivot - Worst Case,769100,38561191
End Pivot - Worst Case,769100,37531290
Middle Pivot - Worst Case,770100,46282289
Random Pivot - Worst Case,770100,38572082
End Pivot - Worst Case,770100,37989919
Middle Pivot - Worst Case,771100,45937155
Random Pivot - Worst Case,771100,42458503
End Pivot - Worst Case,771100,39492119
Middle Pivot - Worst Case,772100,46683232
Random Pivot - Worst Case,772100,37930392
End Pivot - Worst Case,772100,38653113
Middle Pivot - Worst Case,773100,45136770
Random Pivot - Worst Case,773100,37935856
End Pivot - Worst Case,773100,37935341
Middle Pivot - Worst Case,774100,47044379
Random Pivot - Worst Case,774100,37868547
End Pivot - Worst Case,774100,37361686
Middle Pivot - Worst Case,775100,46959635
Random Pivot - Worst Case,775100,39307964
End Pivot - Worst Case,775100,39614588
Middle Pivot - Worst Case,776100,46052947
Random Pivot - Worst Case,776100,38790975
End Pivot - Worst Case,776100,39053903
Middle Pivot - Worst Case,777100,49327495
Random Pivot - Worst Case,777100,40374317
End Pivot - Worst Case,777100,40415905
Middle Pivot - Worst Case,778100,46164693
Random Pivot - Worst Case,778100,38649074
End Pivot - Worst Case,778100,37987822
Middle Pivot - Worst Case,779100,44202920
Random Pivot - Worst Case,779100,39022092
End Pivot - Worst Case,779100,40231791
Middle Pivot - Worst Case,780100,43718681
Random Pivot - Worst Case,780100,37823809
End Pivot - Worst Case,780100,37903947
Middle Pivot - Worst Case,781100,45681736
Random Pivot - Worst Case,781100,37185267
End Pivot - Worst Case,781100,37345865
Middle Pivot - Worst Case,782100,48344296
Random Pivot - Worst Case,782100,37985539
End Pivot - Worst Case,782100,38012998
Middle Pivot - Worst Case,783100,48108732
Random Pivot - Worst Case,783100,37775816
End Pivot - Worst Case,783100,37307952
Middle Pivot - Worst Case,784100,45836212
Random Pivot - Worst Case,784100,38291595
End Pivot - Worst Case,784100,38661122
Middle Pivot - Worst Case,785100,42832502
Random Pivot - Worst Case,785100,38438453
End Pivot - Worst Case,785100,39509668
Middle Pivot - Worst Case,786100,48321717
Random Pivot - Worst Case,786100,37656653
End Pivot - Worst Case,786100,37508515
Middle Pivot - Worst Case,787100,45897595
Random Pivot - Worst Case,787100,37895515
End Pivot - Worst Case,787100,38365710
Middle Pivot - Worst Case,788100,45201792
Random Pivot - Worst Case,788100,38816084
End Pivot - Worst Case,788100,38277103
Middle Pivot - Worst Case,789100,46374674
Random Pivot - Worst Case,789100,38613527
End Pivot - Worst Case,789100,38452368
Middle Pivot - Worst Case,790100,45570343
Random Pivot - Worst Case,790100,38100797
End Pivot - Worst Case,790100,39148568
Middle Pivot - Worst Case,791100,45822103
Random Pivot - Worst Case,791100,37945316
End Pivot - Worst Case,791100,39767628
Middle Pivot - Worst Case,792100,45536834
Random Pivot - Worst Case,792100,38571799
End Pivot - Worst Case,792100,39207696
Middle Pivot - Worst Case,793100,46396742
Random Pivot - Worst Case,793100,38117274
End Pivot - Worst Case,793100,38422684
Middle Pivot - Worst Case,794100,49182347
Random Pivot - Worst Case,794100,43826777
End Pivot - Worst Case,794100,41362455
Middle Pivot - Worst Case,795100,47005129
Random Pivot - Worst Case,795100,40299796
End Pivot - Worst Case,795100,40889981
Middle Pivot - Worst Case,796100,46717842
Random Pivot - Worst Case,796100,39899986
End Pivot - Worst Case,796100,40406400
Middle Pivot - Worst Case,797100,48068722
Random Pivot - Worst Case,797100,40329289
End Pivot - Worst Case,797100,40165073
Middle Pivot - Worst Case,798100,47224644
Random Pivot - Worst Case,798100,40391766
End Pivot - Worst Case,798100,40265288
Middle Pivot - Worst Case,799100,45388394
Random Pivot - Worst Case,799100,37803569
End Pivot - Worst Case,799100,38527759
Middle Pivot - Worst Case,800100,47054786
Random Pivot - Worst Case,800100,38662046
End Pivot - Worst Case,800100,38700335
Middle Pivot - Worst Case,801100,46172254
Random Pivot - Worst Case,801100,38565162
End Pivot - Worst Case,801100,38689440
Middle Pivot - Worst Case,802100,46578059
Random Pivot - Worst Case,802100,38542421
End Pivot - Worst Case,802100,38638202
Middle Pivot - Worst Case,803100,46615819
